Column_A,Column_B,Column_C
0.7860269015708502,0.3354948570595665,-0.2740348345234081
0.11578042148166552,-0.9737379465870468,-0.01679587889747778
0.23695266657099612,-0.05406413592719284,-0.18646491897032733
0.722267450944467,0.4432964624169396,-0.2386677259450254
-0.6096586735943318,-1.190959418553715,-0.17753948816341572
1.2234041249149652,1.2174276244413118,0.08890190249594553
-0.2045252548960567,-0.43840395559322776,0.21838857172401033
0.13852146401222049,-0.8734413611196981,0.12905037732018257
0.3330014030485198,-0.1918712366631946,-0.227171000537286
0.08913702718046333,-0.9579197960676077,-0.03314371129839173
0.4861053288908965,-0.34401725369636044,-0.10376270151867363
0.7073717826787961,0.9689024162083548,0.6430575979038072
-0.013571235255263154,-0.7836048581326485,-0.022782955402146525
-2.2569819983732478,2.051918162290973,-1.3208484550320305
-0.3373853320835637,-0.4323512309339529,-0.30158503835753747
0.4968225064350062,-0.32050364087274896,-0.11331465066218456
-0.24475039156830247,-0.5696214456688526,-0.15541325728797453
0.3295916962781657,-0.1381631247015738,-0.15912888277594783
1.1375621555664859,1.074773745253208,-0.2621667565388645
-0.36950311110781764,-1.3450275667339566,0.26852012238886375
0.1207086150319022,0.08854474516921228,-0.32492512541669905
0.25695046137278615,-0.11842765595851404,-0.2543737025813878
-0.3275143650667842,-0.46968349705317475,-0.18540167206887168
-0.26616867070129097,-0.5657558031185472,-0.25660843820086254
0.5626810355561291,0.06376267831061835,0.8879630826152838
-0.4393209643081941,-0.353628145917899,-0.3112240543889398
0.5798825557674662,-0.46585958196698213,-0.09192681488375186
1.1870137682108366,1.9547009588821134,1.4891692036267328
0.11461693225749846,-0.9994796132661964,-0.027719841854760403
0.2892670455286491,-0.14765780724885863,-0.26725083589506493
-3.1189917387352537,0.30378899897450906,-0.06074979649727045
-0.23056031776314564,-0.6248261022377463,-0.2243617290929838
0.02920324069625185,-0.8646138624401025,-0.052982940903066544
1.1799178888843014,1.0212203071633759,-0.2626069299053779
-3.1384848294468597,1.0686327027697358,1.2970131513217018
0.9385648430584885,0.18292677138485336,-0.1441920324489583
0.16588830852180902,0.2685861790844945,0.24767956884062986
-0.23609647275260423,-0.5304589525864498,-0.014770252613999635
-0.36656152017154375,-1.459024858679583,0.06545820995281623
0.20574414601411659,0.20527946375442094,0.27014426571431316
0.6492495957543987,0.5472326415137281,-0.2504739615131853
0.7118636954149385,0.4040757797096414,-0.3294578296340306
-0.275533343772779,-0.5840173979894389,-0.13367492321296215
0.17636983905003076,0.572069632551066,0.9060775955240119
-0.4990578972722549,0.7824574040113251,-0.8158566937410678
-2.710498582043727,0.8680931646720008,-0.14804808589632817
2.996300965582626,-4.786815101862605,2.490103702520764
0.13944043210105928,-0.007835168209627043,-0.3578987497695651
-0.08066618363670643,-0.779090206868257,-0.1749030513000828
0.6143119838764917,0.5972276374131519,-0.3015850007668163
1.1400181068538584,1.3372199954245967,0.1720962565680817
0.22591242664866915,-0.0052129987193026885,-0.05067419216091359
-0.339895937545685,-0.5383989329643483,-0.24384856276158018
-0.3283563897321477,-0.5614624435460236,-0.272182751761355
0.22777313214284198,-1.0611231203463793,-0.044001060184809045
0.5206878009345378,0.555273137451319,-0.38642807912248567
